iterations,time taken (in s)
7654,1.14972275
27583,4.03218275
39895,4.307641458
23140,3.930584792
22218,3.965816125
22889,4.078943
28987,4.029797875
37858,4.45901925
21467,2.318169125
21722,2.323388708
1621,0.555159625
6729,1.110378041
30104,4.21534375
24313,4.050320625
6506,1.202691125
20434,2.284464667
30166,4.130435458
20526,2.351167167
36619,4.326933542
12885,2.183175833
392,0.301731166
3425,0.651247208
19498,2.235379542
16216,2.139881209
7922,1.155590791
14600,2.1219925
24409,4.0386296250000004
17420,2.354136375
20196,2.308485916
17512,2.30385275
22181,4.033833417
35024,4.423425
21371,2.314382709
38674,4.438031583
25790,3.995487541
35850,4.353308292
13597,2.066416125
4885,0.74383075
21571,2.301021
2547,0.526076083
1980,0.441484125
18992,2.265185
3328,0.699802958
16388,2.247054042
8345,1.232592208
4395,0.713928875
37809,4.400234917
19454,2.254838333
32243,4.110407208
4414,0.710982375
32565,4.06257825
1372,0.437653292
14737,2.12312525
38138,4.388652667
23427,4.062466375
36259,4.358719375
23383,4.015078542
20567,2.236002333
31123,4.032807958
27864,4.060391834
5542,1.216973834
21924,4.018814542
11194,2.158110334
26103,4.031279917
17009,2.238844542
22357,4.009872333
27510,4.041964709
7953,1.105583167
15139,2.1654231250000002
35209,4.401894375
25543,3.954652417
7615,1.109951834
37655,4.37614975
28746,4.0643456669999996
17736,2.245676291
5125,0.760848458
12219,2.2312445419999998
6865,1.162142167
27326,4.099911208
4733,0.774892666
34778,4.382281875
32399,4.0441335
27118,4.061331958
30274,4.051803125
25789,4.120090875
32157,4.035479958
3977,0.6894555
25998,4.1175185
26585,4.09551125
17115,2.265586625
1900,0.418002042
17636,2.364534541
23797,4.055572042
23609,4.010624291
25806,3.995193417
36229,4.330844625
17544,2.272759458
17581,2.318829292
23112,4.044467834
11358,2.110681209
18904,2.2914295
19722,2.31711525
33413,4.3043355420000005
29116,4.092136708
37674,4.33342875
12255,2.124286459
22199,4.005918084
2409,0.460236125
11812,2.085583792
31932,4.0638875
11162,2.042853542
4263,0.695056459
29486,4.034421833
14697,2.154276375
37692,4.424566042
22964,4.003950292
8010,1.171595042
10838,1.281252625
23306,4.12056025
26209,3.997445917
7113,1.1662915
15442,2.104690625
39495,4.461761083
4272,0.70618875
36696,4.357085
25696,4.03451225
19109,2.289485209
17387,2.30226075
11200,2.087308625
13891,2.115862667
36448,4.309944542
26612,4.043428166
26707,4.060170459
11058,2.091785958
5998,1.173588625
33405,4.488177042
24462,4.040651667
13926,2.154181167
4133,0.717513834
8961,1.233045416
38875,4.428361875
641,0.327956375
8035,1.25790775
3539,0.711102167
18458,2.366751458
20136,2.368859375
3162,0.681949583
16244,2.234214958
5283,0.743668584
25872,4.069599041
39398,4.535049583
2954,0.714906834
35979,4.460287875
20773,2.344284958
34407,4.396856125
36341,4.435541209
24663,4.177368834
17124,2.288903375
889,0.3038845
20771,2.374244791
32967,4.440254625
20289,2.330546583
29958,4.181575542
32550,4.159207333
16770,2.336849709
12612,2.112089083
24257,4.105376042
21333,2.40649425
18277,2.343640958
18201,2.312868792
3451,0.801491041
9659,1.264988542
31495,4.121078375
2507,0.485486625
13939,2.182920917
3348,0.667577542
39536,4.466210875
38405,4.457418584
21735,2.326890875
15237,2.11949675
32160,4.103261208
20945,2.365593209
29600,4.107117042
28187,4.10942825
10038,1.251823583
13392,2.131592625
16706,2.298671375
39269,4.497062667
5165,0.793549917
20592,2.26520725
11231,2.159338416
8378,1.242601333
18698,2.325481459
176,0.304068667
21943,4.129389625
23140,4.092425584
27754,4.140888
26580,4.088478167
12061,2.102168834
26491,4.0709300840000004
20919,2.310999666
36880,4.408221458
33419,4.380882791
13396,2.144909667
17715,2.305779542
28493,4.092599625
10851,1.2560405000000001
9971,1.306584709
36655,4.430763042
11415,2.184621875
22582,4.029518042
37464,4.40923375
26561,4.103026917
20497,2.307862541
16402,2.316718541
29732,4.060751917
37583,4.47433075
27879,4.09360475
8902,1.247104208
2042,0.475350084
34977,4.3927865
5462,1.221723375
10111,1.284708584
17784,2.299833166
26117,4.05816525
17369,2.25904425
7656,1.221135208
21984,4.104531334
15108,2.154825666
17199,2.2932954580000002
6021,1.232635625
11764,2.093638917
32992,4.447681458
9512,1.3062975
32258,4.0977365
18315,2.304106916
7645,1.130227166
21324,2.374486292
18128,2.293235083
21734,2.3341755
2407,0.515079041
20102,2.35158625
13520,2.091495959
6488,1.141861959
26553,4.15909275
17772,2.328357875
30071,4.136133958
19551,2.330941708
36237,4.474836375
18126,2.250309
25571,4.176031333
9158,1.302697417
37196,4.343330625
28918,4.122347584
26978,4.230447458
11869,2.13429825
25429,4.047416
39153,4.4019654169999995
29976,4.1462745420000005
21391,2.315022792
24466,4.081007584
21231,2.290145208
38800,4.419486792
34076,4.436049375
2288,0.513023208
6619,1.206963
9012,1.239004458
3822,0.683549334
21479,2.298343709
38280,4.464857292
8449,1.203722875
10765,1.2552464159999999
29551,4.143077792
32130,4.085945209
9820,1.26304725
7869,1.195433834
34589,4.446465666
11604,2.145516541
35649,4.353034875
2317,0.470384583
36592,4.508214166
10036,1.248413708
32603,4.141765875
9435,1.274542333
21832,2.280033625
33011,4.394753
30684,4.136444792
35535,4.46505475
15979,2.1220139590000002
30765,4.149614833
35607,4.465077667
34927,4.49366025
21958,4.04803775
20111,2.366666708
39201,4.482574666
23873,4.09757275
14514,2.149531
1577,0.439383417
29683,4.19996175
1714,0.469815042
16546,2.269100917
28118,4.074461334
9554,1.1920475
25928,4.069969625
20480,2.357845542
38393,4.391379834
7673,1.261668791
39515,4.423738875
9424,1.322264458
1393,0.485382875
36868,4.4209625
17165,2.315400958
1179,0.299478875
34624,4.398908792
11762,2.135447042
24877,4.107530584
21064,2.381472917
26827,4.126873208
10364,1.25666025
28798,4.087649125
17612,2.283802542
4513,0.746715166
6095,1.208425458
849,0.332493208
24865,4.021100708
9267,1.233318417
4130,0.765673208
13680,2.092681667
22937,4.460859959
4358,0.7849295
31675,4.343915541
14062,2.436296542
38712,4.625788125
13725,2.161138709
10486,1.308274916
34245,4.418325208
38027,4.449769417
30962,4.101231833
8819,1.326900167
38570,4.440370625
38335,4.392488792
6739,1.160392
36562,4.433562083
29796,4.111471459
17717,2.422986792
3363,0.67080325
8005,1.173970541
33522,4.379542459
21270,2.307361292
8218,1.268134167
19600,2.390447958
607,0.25270175
19187,2.390807917
27180,4.079271709
16239,2.15824125
14110,2.179312167
19674,2.315234458
24857,4.069744584
17192,2.395062625
27561,4.074074208
9628,1.289269333
19464,2.304373458
10153,1.24640475
21470,2.3662755
34827,4.451502541
15662,2.23185775
34927,4.508056166
29089,4.226858167
31800,4.109905875
149,0.184390709
14397,2.147287458
28773,4.095406208
15838,2.163725459
16773,2.3603675
18035,2.252953083
22188,4.066987792
37056,4.422826792
30889,4.078107041
35610,4.349335833
19406,2.320664292
1749,0.463512417
27167,4.075862542
2255,0.494496208
34867,4.472001959
26611,4.098698666
33349,4.45511225
21943,4.031418542
8574,1.353880958
39824,4.426235958
15900,2.119379417
12793,2.242537375
28106,4.132934292
1871,0.506202917
38483,4.406499791
11634,2.1161075
14779,2.168060625
2818,0.749601708
37528,4.463277458
1408,0.458141666
22544,4.112110791
16688,2.280765875
28181,4.110884583
30885,4.184022625
39326,4.449816083
10662,1.2433324159999999
32136,4.129856125
28490,4.058859333
20637,2.331374416
18542,2.255579167
36189,4.40265825
18477,2.313985125
2759,0.746172167
17789,2.2891663749999998
37058,4.448179958
25417,4.07028375
26423,4.100679083
18412,2.252638041
31565,4.045544166
7907,1.219391208
21387,2.372367292
29489,4.154112792
16438,2.3679605
26400,4.045395542
28263,4.137234209
26181,4.112414625
16494,2.391706
9303,1.2648765
17403,2.297301875
38174,4.506437375
18600,2.351708833
29170,4.051167
34235,4.439521958
34546,4.383916875
38810,4.559331125
10771,1.29518625
35541,4.401921292
27834,4.116929833
1134,0.357256959
17532,2.281088208
12120,2.143588583
20665,2.319111833
26560,4.040655125
16899,2.3084662910000002
13543,2.121206792
31446,4.117881167
24574,4.121522708
35523,4.434722042
26138,4.099186334
26202,4.15932375
32952,4.505965417
9891,1.2684470829999999
21003,2.327514709
35223,4.425994416
24381,4.12193625
15219,2.262177125
31058,4.125202167
308,0.1987775
34080,4.436241708
16888,2.327459834
22729,4.024359666
15815,2.233298958
9653,1.3042597919999999
28636,4.09114925
19523,2.316804
11510,2.190527375
23367,4.074956459
3678,0.684308791
37710,4.55794775
26672,4.123096917
29086,4.104182083
15744,2.26036775
23359,4.089003834
6769,1.197219167
37610,4.47751125
3437,0.706952666
28356,4.076024708
22526,4.07424825
37098,4.469178458
31780,4.127411375
9923,1.226336209
5042,0.705481334
37563,4.389050166
15259,2.100369833
25897,4.130527417
31119,4.175625
7562,1.18271125
8152,1.18259975
15576,2.162632292
12603,2.176797208
27687,4.151636041
7848,1.167673541
22529,4.098308709
31183,4.126802375
13116,2.125410708
8885,1.2839245830000001
8849,1.287307083
23798,4.0599553329999996
18048,2.2602685
12446,2.1026875
181,0.229927875
1156,0.306135208
26200,4.074959625
12737,2.127226667
328,0.190561375
13418,2.1830893749999998
20412,2.301077959
10729,1.3018235
9105,1.318774625
28621,4.103524792
8420,1.286235167
2732,0.705732416
14264,2.235322166
33623,4.512053
7500,1.169411291
23356,4.034891666
6986,1.120039584
16008,2.209189084
17698,2.301475375
3337,0.750442125
22634,4.0126755
27017,4.142173834
18793,2.281562542
7732,1.228362958
28866,4.171669417
31199,4.1198845
1473,0.430697625
7243,1.191310667
13872,2.203537375
39610,4.471837584
10199,1.244361542
38308,4.440801625
35054,4.412278
18286,2.376592291
17671,2.384931459
11577,2.108282833
5381,0.780225041
33894,4.336943875
12208,2.112916042
24380,4.004963709
21138,2.264508042
36643,4.348399708
32657,4.04156675
26153,4.019285416
4289,0.703922709
24866,3.990619792
3672,0.70353525
39247,4.276172417
16755,2.244210333
28856,3.9615254589999997
39813,4.316979458
14542,2.096897041
3132,0.749287542
24842,3.867321958
20234,2.279934333
27667,4.001389875
25287,3.934477833
9450,1.340931083
36620,4.299162083
5226,0.728874708
21622,2.305389333
25357,3.998910334
32498,3.980339708
18365,2.236726709
11715,2.099757583
26797,4.002878542
39523,4.378013333
24167,4.050109833
4766,0.728444209
6278,1.169533625
35528,4.236405417
16406,2.3421865
43,0.179459416
22944,3.9764495
34369,4.339924625
21417,2.255132417
2272,0.468022458
9627,1.210034625
11216,2.162503917
3602,0.655064333
1237,0.334079459
21676,2.263880667
24451,3.9520653340000003
24753,4.018228541
33674,4.331681292
25123,3.970468458
6702,1.1271595
20630,2.267842708
33103,4.334112792
24147,3.949360709
18506,2.2879315829999998
30678,4.087600875
13329,2.098283292
14106,2.10800275
4993,0.75917975
8443,1.237066125
36501,4.380548458
9003,1.276370334
3235,0.668312625
34952,4.329098834
15314,2.158329958
25514,3.921204792
12073,2.093674
36265,4.312814916
7773,1.172676
39969,4.344325958
11607,2.095542958
35836,4.465823916
24730,3.982942458
34624,4.320202708
6555,1.21040125
18745,2.264483875
6255,1.135308583
20767,2.312146292
16267,2.086433916
5240,0.669441917
18444,2.25258525
35912,4.3166653329999995
21760,2.313862458
9743,1.233706
9396,1.27860625
157,0.2168065
8644,1.238437
19644,2.229198083
30089,3.975859459
23294,3.9473145
512,0.247203041
1897,0.448097708
1282,0.363912292
851,0.334374167
36885,4.334148417
14174,2.132354625
726,0.347363292
18283,2.245574958
1539,0.429880458
2402,0.437746375
18469,2.266674333
9728,1.287124208
32694,4.099213
8329,1.221154375
33576,4.370793542
11225,2.106097084
14142,2.06208575
18699,2.331375458
17203,2.3167635
23669,3.97023525
35763,4.322791209
23571,3.898284917
6792,1.239310541
2036,0.513307125
13307,2.107203041
4851,0.70628175
29422,4.094529959
20638,2.291670625
33706,4.275369542
16163,2.104941125
20931,2.294699084
20154,2.2693702079999998
30559,4.050121584
6109,1.161762917
6457,1.134872291
31373,3.9718859589999997
19430,2.217723875
12568,2.123087333
2643,0.477173708
27081,4.079399417
3988,0.635758667
20142,2.295327792
11051,2.107687292
26056,3.990276083
16057,2.083533958
27904,3.920955167
18160,2.223331875
14190,2.073833916
30661,3.953870959
32638,4.017226333
28651,3.9942196660000002
36582,4.337927375
8324,1.2567645
4202,0.768833542
9477,1.309859416
12605,2.1455381669999998
7794,1.204133958
26538,3.99874525
38496,4.354057792
15160,2.039639417
24891,3.969167
12677,2.086433875
14906,2.092330792
4415,0.72029075
37431,4.279435375
7547,1.171579
32260,4.070375917
28948,3.962843333
38625,4.287533833
17657,2.243083
22924,4.021770917
29316,3.993916125
28615,3.968668583
14024,2.106053709
9787,1.243769375
31574,3.995604459
806,0.295627875
22452,3.9087875
36418,4.348679292
23458,3.960608917
10434,1.23002275
39012,4.328667041
24152,3.986989084
1101,0.286964875
6187,1.132188792
7496,1.146101792
31443,3.969355708
35330,4.2948245
21402,2.295657833
31359,4.022122125
28555,4.022190166
22108,3.90737725
22010,3.904066792
16090,2.13092475
30087,4.039793625
10612,1.251106
13974,2.0825685
38461,4.3849035
28399,3.970422666
16668,2.282688459
32864,4.378505083
5402,0.752934458
33605,4.286197417
36039,4.298200292
26922,3.9876975420000003
25018,3.9869009159999997
34372,4.277390541
27548,4.060751333
28463,4.035031083
464,0.309907375
17473,2.250244
32774,4.273571291
29000,4.066901042
22460,3.9616435
2763,0.719461417
6991,1.224757
20037,2.288875334
16468,2.254606083
14685,2.072470667
7437,1.168868792
25615,3.9913654579999998
2634,0.485425
17620,2.249060375
9875,1.277777416
21164,2.235747792
6751,1.18118725
19940,2.337314625
38302,4.431120125
31034,4.040025042
22082,3.992847875
20162,2.202678167
22376,3.965532084
16599,2.231891
5207,0.693724208
33431,4.297414583
14707,2.087715959
14139,2.125548667
27121,4.0011775
30649,4.013941959
25618,3.886300667
34857,4.246056708
9533,1.263117708
19330,2.272375625
17404,2.267633417
39810,4.303663584
28927,3.953679708
38642,4.328335583
11087,2.171513833
31071,4.022120625
31447,4.039045625
8374,1.174681125
32533,4.024365541
1317,0.322013375
4566,0.734098292
39337,4.308954542
33743,4.281016166
18079,2.272411166
26424,4.00162775
7549,1.147892042
7779,1.137970958
9186,1.2413035
13428,2.094867375
3291,0.734803
16369,2.107596917
8046,1.115897792
5689,1.158696166
26927,4.0316155
22192,3.955560167
8687,1.261069083
16996,2.315304125
38152,4.286817875
22645,3.97440275
30756,4.041188208
10414,1.278028875
5051,0.684315959
28098,4.02718225
2792,0.67663425
32662,3.991640458
37153,4.246608084
17556,2.2918855000000002
25630,4.020651291
37784,4.367213042
36552,4.298905875
24262,4.022336
1322,0.334175917
17174,2.293467625
38025,4.353616667
31772,3.9735515
5635,1.133159333
13492,2.055951375
16023,2.096662292
21559,2.405404375
33203,4.37963025
13211,2.10278125
32052,4.011126875
7824,1.120352417
27171,3.934747375
31268,4.067851125
22302,3.991105625
16735,2.346217958
17232,2.263876083
30375,4.006253042
3211,0.676173375
14436,2.108865375
15290,2.10383375
10363,1.292455167
7412,1.174245208
17137,2.263965667
5973,1.187721333
12848,2.065341958
33574,4.332086083
9273,1.1876929999999999
22990,3.960602417
24259,3.9959842500000002
7465,1.142918917
9177,1.27193875
34753,4.334442458
5985,1.17181025
24122,3.977149959
23683,3.96362375
34843,4.350677375
12528,2.090318792
27079,4.016722791
38409,4.428705083
35844,4.319196541
26751,4.08662625
1227,0.313907292
18915,2.33354175
23991,4.029694375
31161,4.061940166
5320,0.744781459
38440,4.288559291
12730,2.099606833
12138,2.113525
35535,4.334364083
8878,1.2269845
9162,1.232683291
37481,4.345413625
10555,1.22460525
701,0.333447291
24481,4.004168
21698,2.239366042
