iterations,time taken (in s)
18201,2.212528792
17104,2.246460917
464,0.289784792
270,0.233816
2117,0.446571542
14036,2.119471333
26409,3.929841792
10814,1.201521708
5090,0.678970459
3635,0.600470917
564,0.276265625
13368,2.069667958
36357,4.359802667
32515,4.037677292
39393,4.311553667
24204,3.931620708
19412,2.268242333
22165,3.936030292
14156,2.009861167
25147,3.9816855
6268,1.158682083
28143,4.113526583
2735,0.656686042
37502,4.293188541
39548,4.299752542
7526,1.128415292
8270,1.168055625
22545,3.854722291
6808,1.09877075
17101,2.242617708
36344,4.299436292
39902,4.364982625
15776,2.199734666
9647,1.228489583
18630,2.231428042
22988,3.867069292
38599,4.265175333
24008,3.918637416
30951,4.071036375
9334,1.167632084
11294,1.9940090000000001
5599,1.1346479170000001
23228,3.9732867499999998
37641,4.36732575
25192,3.998189417
33284,4.322924958
13952,2.067488084
26982,3.961309
2748,0.638432583
24202,3.97106475
18891,2.2251695
27308,3.928365458
19049,2.2397455
21139,2.297628917
24511,3.985365958
18660,2.242591334
29274,3.959669583
38613,4.269477125
3596,0.642774917
38214,4.26830025
6504,1.119500417
37330,4.368085292
33064,4.244692584
17229,2.248692
7607,1.115861458
15375,2.088181625
29431,4.022948959
17785,2.191326
7880,1.081466542
24186,3.926551542
2288,0.427408167
21488,2.281557375
32518,3.9650067079999998
5479,1.110981375
5736,1.092094209
4025,0.668561
29431,4.050660375
22027,3.890002125
14922,2.097532208
4273,0.679517209
21615,2.3144504169999998
4547,0.705871166
22920,3.938953334
24694,3.951641625
2736,0.606191458
33127,4.328429833
26549,3.966908625
13307,2.110520834
26779,3.942500833
24556,3.9498079170000002
7888,1.138960375
10714,1.236873458
25950,3.957797417
39236,4.376746333
35868,4.328486458
21845,4.003029042
35117,4.308932792
4997,0.664948625
12306,2.076863834
35295,4.341258291
28337,3.9388949159999997
27717,3.966657
12536,2.082814708
6214,1.161477375
19553,2.230080042
36074,4.229968
28326,3.9785725
14671,2.113457375
38903,4.306329208
21553,2.223024375
37471,4.259251334
14174,2.3006510000000002
16742,2.307474375
24577,4.097481708
22299,4.094790625
22195,3.9605605
32853,4.352889292
18029,2.268734959
13404,2.081310875
948,0.330170291
29615,4.042539583
34669,4.374356667
15496,2.134145791
28236,4.047863458
28373,4.068557125
39905,4.393704292
32843,4.369019417
21125,2.265243959
3221,0.685752458
3009,0.597963875
7530,1.186865
1196,0.304741583
30268,4.16082425
33356,4.383619083
21999,3.98353725
2063,0.418601083
7073,1.127908375
39789,4.41485825
5304,0.753238875
8724,1.239976041
27789,4.075643416
7352,1.182473125
12903,2.122306583
17055,2.277188084
14911,2.088424958
24074,3.9698874589999997
849,0.35022825
14451,2.068058958
6899,1.187553167
7464,1.120983375
22126,3.954058583
16384,2.161375833
19246,2.26680725
32930,4.428754292
33165,4.442828833
24321,3.974764375
35992,4.386950375
7341,1.180497208
18598,2.291721833
11327,2.102081209
9772,1.2332362080000001
17938,2.343809584
14080,2.053042667
11246,2.090656708
27846,4.10261525
8400,1.214196375
28879,4.082919417
28878,4.040131334
10693,1.292557708
23939,4.031482417
17861,2.300694667
17545,2.296967042
35968,4.383345209
23456,3.984508083
12950,2.107075916
19296,2.292330125
8800,1.242824625
17522,2.249775084
37348,4.379830292
35514,4.338055708
27129,4.046753125
37197,4.397920167
5095,0.669968583
14609,2.06022675
25468,4.0195715
1280,0.322748167
7123,1.130688084
36914,4.324844
35835,4.407766875
17101,2.332610625
10115,1.216629708
28707,4.040472417
36377,4.445572209
33993,4.296765792
25223,4.064070792
8223,1.231024666
5222,0.647756291
32589,4.054992791
18575,2.279328708
19527,2.271290666
19381,2.264644541
16892,2.2811515
36053,4.392240792
31925,4.107614625
14539,2.124964542
7790,1.125990958
38236,4.333940209
17878,2.222678541
26014,3.988983709
9977,1.262294792
4074,0.706625083
17752,2.244347416
19880,2.249362541
2647,0.44444725
30973,4.064105166
30853,4.067773083
33637,4.487101917
5222,0.731541834
11394,2.064719708
20206,2.247804584
11560,2.0812199160000002
18676,2.262533375
9928,1.2620025
27766,4.100286959
33025,4.39495425
36915,4.374388834
400,0.222079625
3762,0.650709958
29716,4.02043875
34480,4.344329459
14376,2.084779416
38046,4.396623
28623,4.078374416
3997,0.676066917
11418,2.122572583
12128,2.14498225
17275,2.285056333
24316,4.01869025
34484,4.355704667
28247,4.041827875
37058,4.37241825
36425,4.323051583
13585,2.069377833
7236,1.103797375
37590,4.431253667
11480,2.108478625
33620,4.379506667
716,0.356785708
19564,2.3167975
16168,2.216099333
39650,4.3506540000000005
4631,0.758654833
29169,3.987148666
21739,2.317870875
24131,3.9934406669999998
9682,1.28823475
8173,1.1185175
15005,2.126235583
17354,2.239084917
37602,4.412611625
15308,2.166332458
12504,2.1113525
12600,2.108818875
20139,2.272230959
28764,4.014029125
32246,4.037032541
36380,4.401338125
5445,0.75254675
5258,0.703575667
14778,2.135969625
19630,2.304705875
16253,2.191069417
20047,2.299989542
16319,2.14151575
29316,4.006943541
3823,0.720955125
15276,2.100831209
15275,2.144798375
16950,2.238540875
21542,2.30650225
21403,2.349508834
27215,3.989346
14861,2.069855583
11651,2.088530708
26772,4.087934875
19884,2.266238208
30618,4.054184917
33140,4.382610792
30476,3.9852465
17996,2.291981959
24304,4.058102
12368,2.096039625
12292,2.059845792
29790,4.088658417
18142,2.334983333
5124,0.689416958
14643,2.230362125
12237,2.058033042
25052,4.148151875
32066,4.113620792
24837,4.029149959
8844,1.256352375
16041,2.141298209
35441,4.351118709
22872,4.021333
37594,4.386839459
8440,1.214255
24148,3.949345917
6443,1.120835709
28317,4.083863834
8826,1.240815709
23238,4.027203792
37526,4.381386666
37718,4.383190292
22746,3.929943875
37878,4.330373334
29840,4.059489583
32618,4.121685125
27453,4.081353333
13748,2.155185417
460,0.259095084
34842,4.758292042
18761,2.504723083
10793,1.525048959
5553,1.245145
27203,4.097590583
37214,4.4282625
36260,4.392710917
37607,4.384495583
18300,2.225858041
10485,1.227601125
33618,4.390739083
30551,3.976995875
20750,2.260773208
16883,2.256783916
26428,3.996100833
19511,2.2907337500000002
30927,4.073710666
26094,4.033503209
30862,4.139669209
27190,4.02750925
37093,4.429119083
34634,4.362686834
32442,4.069553292
29150,4.057582458
38127,4.406877291
3314,0.650478333
25965,4.012960167
11611,2.134073625
4866,0.708381541
21301,2.346308375
9321,1.2527435
9974,1.227978083
28635,4.022618417
35056,4.360250584
35800,4.313649333
33262,4.483804375
28187,4.071903584
11473,2.096638458
10546,1.194762625
28344,4.048154958
32618,4.015140833
8982,1.207666834
24883,3.948978917
12260,2.047376417
10925,2.125331458
17538,2.249338708
1688,0.388433125
8595,1.213762083
8708,1.207900083
1373,0.439228542
39895,4.35170025
4212,0.697837917
33974,4.460079792
3769,0.65721375
17346,2.249754042
36653,4.389272167
31028,4.050328709
9579,1.223555125
35742,4.467833416
29899,4.078455584
24342,3.973714458
14659,2.090198125
27023,4.072121958
36636,4.353453625
33574,4.311683291
34286,4.413644167
37373,4.35709475
24447,4.068725708
35721,4.335911084
34222,4.359680791
17111,2.274424958
35574,4.411170792
23643,4.055779667
22178,3.989938834
12020,2.0872235
29852,4.1166335
35538,4.414376916
27489,4.020529541
22962,3.963728667
20274,2.305606375
1443,0.424067541
10516,1.244782708
15917,2.120323375
29449,4.059638291
22870,4.088070375
34292,4.372953792
21497,2.290514417
6334,1.124068125
37973,4.453926417
34524,4.3576492909999995
7228,1.117308333
1808,0.444236
31424,4.094038916
9901,1.250187584
23211,4.015671083
1337,0.324486792
27502,4.109673083
13727,2.120042084
21248,2.294315958
17404,2.250629625
30786,4.119667916
30255,4.044418
12453,2.118293542
5942,1.105409167
366,0.25906175
14336,2.178148416
18192,2.255564125
29218,3.989477333
28447,4.092379667
12986,2.044149209
15544,2.139140375
1609,0.467867417
20134,2.2686569580000002
9270,1.222057042
31314,4.071189334
13837,2.135971542
32283,4.105980292
17557,2.245018375
26775,4.029442334
25697,4.021019834
578,0.266403834
26468,4.042697542
13078,2.094715458
3677,0.630869416
29591,4.019881917
35255,4.34819225
27689,4.004897458
7761,1.1483705
25707,4.025535042
3296,0.657693833
25534,4.064864041
15912,2.149988375
21336,2.310613583
16472,2.283488084
22961,3.950111875
8360,1.174753625
1731,0.450769417
6907,1.156877291
30465,4.066458542
10198,1.2564739999999999
16272,2.180588625
19384,2.2811945
30070,4.07784525
35794,4.374011958
4910,0.682338083
6899,1.0866618749999999
26793,3.984834
31508,4.056816084
20605,2.269507417
14361,2.063880541
36368,4.417095375
19339,2.24786775
33205,4.332558416
8889,1.275494125
22435,4.059465541
20993,2.277195708
36493,4.407762083
9921,1.230976209
20822,2.306549417
39294,4.412654917
13366,2.124339125
130,0.213905
35117,4.351223375
23011,3.984616708
2008,0.414689959
18831,2.296255041
1172,0.285697125
22790,3.977205333
38903,4.394402417
33122,4.3595795840000005
6895,1.158410125
32782,4.311224625
34848,4.343926791
35520,4.436980375
35936,4.331000834
28621,3.904584667
11203,2.02647075
21466,2.283592917
39861,4.297518666
11927,2.106087417
36625,4.226124041
5767,1.105139
35281,4.2636108329999995
33283,4.2504708749999995
14077,2.082790917
10121,1.1815290410000001
14027,2.054807875
15317,2.099815667
33826,4.251656167
14329,2.01578675
26742,3.873517167
30753,3.960190167
6930,1.140085667
15223,2.109346083
3093,0.693292916
18308,2.230570708
5145,0.728243209
20892,2.219408875
32430,3.9297022090000002
30072,3.899521959
4296,0.667127625
36883,4.2397395
29181,3.9170406250000003
6217,1.078869875
20162,2.262817083
13541,2.033027542
19270,2.2104405
763,0.329678
18247,2.277772417
6999,1.085018042
29368,3.887096542
3791,0.624480375
33142,4.188081084
29296,3.853266042
3834,0.701455708
26660,4.030035083
25941,3.887804417
14363,2.096060791
39536,4.315137167
15787,2.044614833
37907,4.262474333
16959,2.190520333
16444,2.193104125
34258,4.248264916
13250,2.022355042
39139,4.264134084
14492,2.051457416
5330,0.762993542
9509,1.176993292
36427,4.295412625
27196,3.9070435420000003
37342,4.20854825
9623,1.190290791
26570,4.016237833
27265,3.951928208
18365,2.207945125
14047,1.995504166
37968,4.248029833
7956,1.112744125
5773,1.123115417
39936,4.304731334
3906,0.658579375
11228,2.063820709
16054,2.018143292
28903,3.936398875
34036,4.244882625
12410,2.036265125
5017,0.701441542
1736,0.421542417
31195,3.911961334
8275,1.1799595410000001
32789,4.14574325
13552,2.097398125
1637,0.421195708
6440,1.078534667
34137,4.216318416
422,0.254106459
10050,1.237362292
26472,3.933535917
39288,4.324740125
7820,1.0931932500000001
39183,4.277578833
26067,4.031189125
20446,2.2304649579999998
21548,2.23145325
29418,3.921826667
39402,4.255348666
24608,3.953299417
14018,2.036449583
8300,1.145465084
14922,2.029169458
5590,1.114202167
12773,2.064142375
25389,3.87230975
18870,2.239685667
22016,3.880578416
38797,4.283996292
29894,3.945067833
5483,1.1089504589999999
15474,2.059015917
15020,2.025772333
28405,3.896554667
34218,4.237796459
35703,4.2423405
27924,3.988527375
27511,3.894909209
14283,2.076233916
9484,1.2104702920000001
24009,3.915447667
10417,1.242166167
37,0.186757375
6695,1.110740125
1985,0.426273208
26117,3.8882399579999998
22520,3.8836158750000003
32517,3.940895709
25285,3.88512375
26490,3.8774014169999997
22550,3.8971489999999998
22017,3.902689041
10521,1.155243416
12895,2.08500325
33346,4.185659708
30996,3.9229526249999997
30842,3.895675459
10984,2.002690083
32002,3.989927375
32581,3.947265958
37509,4.193674334
12811,2.051960959
4170,0.718155291
4037,0.640349541
22374,3.893402416
26164,3.897921583
13776,2.038300958
4134,0.69391025
1224,0.336287541
6644,1.166845917
19584,2.232486833
39810,4.268999292
15249,1.9970852080000001
6635,1.089103458
15402,2.1621825
34042,4.211972167
14441,2.020711667
26940,3.857972
13329,2.084582375
10245,1.174543792
15617,2.077767167
2365,0.428057333
14516,2.078456
32873,4.248102125
31997,3.910067917
29624,3.929629709
20603,2.261491958
6394,1.086923416
30964,3.9996270000000003
2376,0.406736291
19377,2.263222292
11595,2.043899
3655,0.621020042
21781,2.192720625
11080,2.055637791
6548,1.139246125
4651,0.666658958
32431,4.043723209
36611,4.20385225
34062,4.246610792
3862,0.606420709
20597,2.244615584
29518,3.897520125
28947,3.924944208
39889,4.303777292
38527,4.288539417
11971,2.052452333
20046,2.247954292
12837,2.047528166
27290,3.965605291
12198,2.007332666
38617,4.312660791
28469,3.892613125
2838,0.621176125
36026,4.250220916
37280,4.242511334
3484,0.57653225
11059,2.0489829999999998
31764,3.888980125
20856,2.293005709
24065,3.840674375
28587,3.887221916
7492,1.076543542
16945,2.222493916
33683,4.218265833
19921,2.267310583
10654,1.218857209
15829,2.073451459
39031,4.244888916
21809,2.231944167
17836,2.234627834
10973,2.012177375
26607,3.9343209999999997
22245,3.903285291
3429,0.64522125
1112,0.317540083
22906,3.865710041
31541,3.930063167
37842,4.29651875
32038,3.945981541
28498,3.865369292
23170,3.913559042
6094,1.052763459
3788,0.633520667
22231,3.9602144580000003
6037,1.114190584
29754,3.875240959
20163,2.258391375
22042,3.918016041
17081,2.229006625
26240,3.904318917
36402,4.319556125
18334,2.242327375
22712,3.905970417
5653,1.0754285
2297,0.422472416
29951,4.008718
30933,3.888159875
5018,0.662618917
12428,2.042266834
25416,3.908158583
39125,4.250198084
35810,4.296540042
3770,0.65678025
37369,4.23702125
35976,4.248355167
23071,3.903197041
36451,4.262887125
12176,2.027508292
4758,0.741502583
34340,4.217172292
39446,4.332029041
22415,3.885599375
36954,4.317233167
24590,3.866277791
38726,4.24131975
39835,4.263435208
38630,4.2902274590000005
4518,0.669031208
19160,2.185100541
5365,0.713162375
26732,3.921903292
5657,1.096211834
2559,0.434799958
38683,4.270831667
17433,2.216066416
20653,2.275916833
23045,3.906249
8746,1.156982959
17174,2.243569
38893,4.33028
5223,0.69942825
32845,4.21990575
5025,0.7173755
35766,4.190128167
2313,0.398050667
19701,2.298112417
37586,4.225999208
27073,3.890309208
9801,1.239836583
1375,0.4082915
17969,2.224010625
13889,2.124325208
19721,2.228102958
26796,3.922835
4196,0.664752125
15132,2.084910417
929,0.278219458
30932,3.882222084
29120,3.925892709
29364,3.938883083
30599,3.916134125
507,0.231728167
30078,3.913755042
21411,2.2964195
29993,3.895042208
7365,1.136618167
13043,2.070885666
30166,3.867992959
32018,3.925976584
34069,4.22844975
5432,0.704522291
19415,2.3082928750000002
37438,4.3290105
5048,0.747554709
28575,3.937790666
1155,0.337691042
4998,0.661943833
37481,4.318085958
16049,2.048402042
38109,4.2760385
20291,2.192381166
9482,1.190028875
22776,3.841752917
12462,2.035883667
12398,2.0070385
