iterations,time taken (in s)
33801,4.21363575
35865,4.29773175
6886,1.138089125
34444,4.261963542
32223,3.954676791
22534,3.873999417
9992,1.188064167
18787,2.196412167
26171,3.9429137499999998
12751,2.05107675
35020,4.258133917
11977,2.017134083
34138,4.264591917
10250,1.257493666
7292,1.154511083
35833,4.220429792
37202,4.209983792
13068,2.069428167
18572,2.262629334
31811,3.940566291
12297,2.051084208
16255,2.054135666
15601,2.117035833
1792,0.441825083
12685,2.100509542
25534,3.9152655
26188,3.8956802919999998
9887,1.210695958
10813,1.247812834
29923,3.94337875
38855,4.252547541
37642,4.226728042
716,0.400751375
27339,3.953097625
17623,2.214523041
28435,3.945275542
23934,3.903390125
27393,3.934300375
432,0.222339167
16096,2.023439042
6122,1.062309458
33565,4.190222208
39158,4.363417167
30844,3.920801333
9769,1.190785333
19552,2.2582435
4904,0.759226583
29221,3.8684345
4151,0.719892583
14853,2.052519084
33800,4.285750292
8724,1.182814542
30905,3.92769725
517,0.249764459
11063,2.059590416
7672,1.131855166
24814,3.952789625
32266,3.9694026669999998
7167,1.141323167
3352,0.633270375
39806,4.244990084
4089,0.750620333
29131,3.942942042
24608,3.962858291
33981,4.253018
26973,3.9229225
18871,2.223955167
21167,2.276205
7636,1.128608792
16987,2.240484583
17369,2.212477625
15500,2.033299292
6573,1.07277225
30241,3.865735833
1471,0.402712584
38199,4.233332917
19281,2.234387
23798,3.830427292
38283,4.246094542
5007,0.7219845
33959,4.222349542
11395,2.02890775
37067,4.258825917
2394,0.429407167
31077,4.014670792
23215,3.943677958
7625,1.134276958
8913,1.1764445829999999
34710,4.215359083
6004,1.102385459
18796,2.214611625
12641,2.039957291
9274,1.233091875
16893,2.227566834
26671,3.909389166
39019,4.242621292
2772,0.63054475
27136,3.988609166
3094,0.652143709
28631,3.942881541
32451,3.924388459
13863,2.091449541
28586,3.92180025
6156,1.157821792
37597,4.318174917
38626,4.250855041
9507,1.177824708
24812,3.939580833
35170,4.322124375
23448,3.8822845
27581,3.887741875
38055,4.299850625
23177,3.88767625
37037,4.287893625
10385,1.244754375
15808,2.059401375
21117,2.237832333
37582,4.278236583
15273,2.041841459
3529,0.679513542
6462,1.118026833
37179,4.284390125
18580,2.213683209
26631,3.905959084
34386,4.234057083
30815,3.9252285000000002
5587,1.140152167
36581,4.256731583
33388,4.226674959
20808,2.225428125
26103,3.872356708
21620,2.234780458
23089,3.9232428329999998
33779,4.2067885
6525,1.063653084
18852,2.205126833
35987,4.259707625
816,0.261560375
1749,0.465532542
7269,1.0833835
5860,1.127669291
33630,4.218407666
36335,4.253204125
17949,2.207062834
34148,4.277646708
26296,3.896335792
32928,4.251513083
27701,3.959020083
19014,2.249473042
3349,0.671443792
23782,3.889899334
6037,1.0424238749999999
9983,1.150090834
18986,2.230031458
1942,0.394422792
22833,3.870686333
32368,3.926551334
6938,1.090131167
17730,2.311384625
23421,3.885544333
39296,4.259252459
39327,4.257075333
9478,1.156638709
10714,1.211013
11363,2.013411
25341,3.920577625
4688,0.666288417
16841,2.2418658750000002
13222,2.077145375
31751,3.911857041
7107,1.121226833
35864,4.252520209
38403,4.270958333
35547,4.2256687920000005
16982,2.196524
18770,2.238298208
39999,4.29414375
38742,4.332475958
33558,4.283226459
21500,2.267090584
5432,0.672228666
14487,2.071766375
17741,2.215554917
34079,4.280583167
21833,2.286974083
37120,4.251974333
577,0.225368917
18121,2.20406
31794,3.962832667
2489,0.447966083
29909,3.941631875
29304,3.9740214590000003
25982,3.929417042
22207,3.924393958
4663,0.763370458
12453,2.054198291
17982,2.220040625
14093,2.066007291
1303,0.295508292
24097,3.873610292
17753,2.219732375
33691,4.2612155
21806,2.31839825
23790,3.890962667
12529,2.039996292
3744,0.646541708
37974,4.221117959
33788,4.204975958
934,0.316488333
7494,1.039151917
34988,4.262363917
32095,3.988816917
474,0.212763666
36872,4.259392042
32949,4.193720833
25383,3.935673291
25772,3.9327482910000002
3239,0.617852042
271,0.22564175
32926,4.238589958
26561,3.930325667
13766,2.074957667
10975,2.031547958
12790,2.046999542
37196,4.236288459
23506,3.9171375
25714,3.882842584
31449,3.976319
39014,4.234974459
10990,2.007613166
34264,4.217333291
22036,3.875339792
36349,4.205287125
36823,4.297585333
10096,1.154740416
33401,4.262527042
17979,2.2088745
21694,2.258854083
16454,2.18275525
26684,3.896873667
2100,0.459526333
33260,4.285730375
29032,3.93748375
8406,1.171359084
38372,4.218578291
32833,4.292315833
28234,3.958336417
20958,2.227217709
26843,3.845293
29125,3.892011792
5070,0.682254708
10436,1.185269
17612,2.247719542
16824,2.238873792
26780,3.9026635
30661,3.956206959
35354,4.217987709
27512,3.997571208
35063,4.244652833
34120,4.373159917
27492,3.900012167
25096,3.864044208
1819,0.396692
26432,3.922973416
31939,3.908103833
18812,2.240216
21723,2.253910333
4227,0.787560125
30099,3.9453075
15024,2.064059083
34972,4.264693959
20936,2.270308625
13733,2.030408917
27804,3.924073708
6865,1.13284725
16466,2.232750125
23104,3.912219875
37835,4.2929415
23827,3.865033167
3513,0.640234959
21901,3.947203459
4951,0.658281625
16374,2.059892125
7547,1.150580375
26576,3.93670525
2609,0.416577333
3327,0.63430125
32315,4.004257333
21432,2.215890791
10377,1.166464916
29033,3.9045087499999998
10307,1.168245542
38283,4.253469042
27572,3.902362416
15130,2.078014542
36497,4.301518042
36955,4.21237775
3878,0.608281416
17497,2.210040833
37086,4.202908417
9731,1.206993167
1020,0.261312083
29313,3.9253382500000003
718,0.321316334
25614,3.949691792
17120,2.235922208
27493,3.949474375
2173,0.452785416
30871,3.8859055
6766,1.084489875
970,0.277386625
33478,4.236866584
23907,3.902860125
5517,1.123094625
3299,0.592034417
28778,3.94473275
35674,4.2121210829999995
35590,4.258264625
32510,3.912696791
6611,1.098433291
12659,2.05569475
4488,0.7313395
31625,3.9870504159999998
27049,3.906500792
14816,2.080116709
38164,4.193560875
30574,3.990589875
8298,1.176092
36299,4.291703834
24677,3.905788125
17129,2.161367125
14538,2.081657958
27009,3.9442153749999997
6745,1.286247
23245,3.967563041
8134,1.189739458
28181,3.996419291
16263,2.038604459
27073,3.956109958
32333,4.044023
34370,4.422955458
8477,1.149161458
12134,2.039384917
32239,4.009733417
29287,3.936689083
14626,2.020081292
948,0.341678541
28143,3.889241833
18033,2.241225541
2149,0.426889416
16922,2.201522709
29565,3.929132833
15325,2.071169417
13586,2.078702375
19959,2.244032375
15788,2.029454792
13810,2.054782084
12031,2.022482375
2307,0.412050916
33137,4.238377917
12909,2.0555825
20096,2.244421125
5036,0.666001416
6091,1.09240725
22260,3.875300583
25209,3.9608876669999997
33233,4.214492125
17265,2.146609125
20200,2.282972625
9329,1.206127375
34459,4.208089334
989,0.282786542
15353,2.082296084
23359,3.9016467500000003
735,0.2792485
2426,0.427360958
36662,4.241150333
31220,3.91669525
33740,4.249395875
25965,4.0223175
32570,3.928005416
24041,3.883851917
18996,2.170719542
18445,2.215202792
23956,3.937828417
31614,3.98221675
27931,3.9499305
18820,2.204803125
23627,3.902268625
4451,0.7495635
31063,3.917311333
16112,2.03597
4740,0.674883167
1898,0.400349083
32264,3.921576333
6556,1.1239415
5666,1.057058917
28556,3.922422334
17314,2.181606166
30039,3.928011334
13585,2.031160375
8545,1.193795625
26651,3.866411125
25406,3.887718
21826,2.270796583
4264,0.70495625
6133,1.067874458
29994,3.883099875
17445,2.268843542
39608,4.219177833
24874,3.882850667
18771,2.208425833
6880,1.091858541
6954,1.097900666
29553,3.963123875
38243,4.27195625
9452,1.225671334
25890,3.990646417
17790,2.202173333
11886,2.084722042
27863,3.8943827090000003
34602,4.25684975
15667,2.052171333
18504,2.241271042
14568,2.070879917
27958,3.857395458
21674,2.217671125
34358,4.258713458
25256,3.977131833
28196,3.96526425
37702,4.246063708
20536,2.196531292
32917,4.216319459
15801,2.099300916
2219,0.481989959
9066,1.193128333
18461,2.234279875
23456,3.829508583
14356,2.063165041
28613,3.9436565
15400,2.028023291
31766,3.931466291
11886,1.9924083750000001
13565,2.034479917
28279,4.02640925
19060,2.239626584
22848,3.955723208
7559,1.150264
26650,3.942701083
18868,2.228189625
23170,3.876668167
15541,2.080279708
27791,3.897398667
2153,0.468762167
14579,2.101390083
31346,3.899294625
3076,0.675296583
33150,4.3080455
26006,3.937693458
30185,3.899035209
26944,3.981096709
24796,3.9593109589999997
24978,3.933731708
12241,2.009294542
23109,3.866516125
7809,1.134568792
113,0.173887542
36476,4.279668834
8223,1.185565333
31710,3.983923458
32728,3.950959583
22275,3.881036625
11126,2.079515584
38761,4.264332875
35608,4.219269041
18487,2.247219041
18479,2.277876
8488,1.185698875
12313,2.043974666
2974,0.613543875
1365,0.482421708
20776,2.230435083
11229,2.050458875
30782,3.905029334
35373,4.273648
3333,0.750033875
13420,2.03957625
10973,2.034841541
22814,3.876212959
27775,4.000807833
3362,0.604653208
14029,2.115215708
28076,3.919986791
13998,2.055326584
38242,4.196203708
19518,2.22124775
3274,0.651497417
39917,4.2450139159999996
37687,4.345568333
12467,2.0387645
2708,0.427730542
27120,4.0238715
20238,2.236177375
20040,2.248246208
4669,0.706978084
20907,2.2327235
3297,0.650766
10128,1.179672542
34678,4.281741791
22771,3.881006916
18786,2.258949125
7289,1.109839667
34591,4.270601708
5940,1.098219792
34405,4.261137583
23731,3.8745745830000002
30190,3.851642
7418,1.0768535
22943,3.895360583
26827,3.964360792
27260,3.91245125
38543,4.287863459
1537,0.420369291
24034,3.947296042
544,0.266497541
25143,3.972975583
27209,3.892957375
8759,1.189025459
25236,3.88828275
3522,0.767093667
477,0.254142375
29686,3.983205875
13309,2.064036333
1706,0.36222075
28301,3.9254666670000002
35043,4.2336905
37304,4.262595
5639,1.048361375
8065,1.168160667
30282,3.886898791
24454,3.85723225
11615,2.049487125
856,0.287995209
